source_id;country;site;species;variable;value;pubmed_id;reference
2408;Vietnam;Van Duc A;Anopheles nimpe;indoor_resting_by_all_biting;0.03;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Van Duc A;Anopheles sinensis;indoor_resting_by_all_biting;0.03;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Van Duc A;Anopheles subpictus;indoor_resting_by_all_biting;0.15;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Van Duc A;Anopheles sundaicus;indoor_resting_by_all_biting;0.1;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
1968;India;;Anopheles jeyporiensis;indoor_resting_by_biting;4.245;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles fluviatilis;indoor_resting_by_biting;0.215;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles annularis;indoor_resting_by_biting;1.412;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles maculatus;indoor_resting_by_biting;0.079;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles annularis;indoor_resting_by_biting;4.5;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles culicifacies;indoor_resting_by_biting;442.667;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles fluviatilis;indoor_resting_by_biting;0.72;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles jamesii;indoor_resting_by_biting;1;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles jeyporiensis;indoor_resting_by_biting;14.684;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles karwari;indoor_resting_by_biting;0;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles maculatus;indoor_resting_by_biting;0.25;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles nigerrimus;indoor_resting_by_biting;3.231;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles pallidus;indoor_resting_by_biting;2;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles splendidus;indoor_resting_by_biting;4.235;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles subpictus;indoor_resting_by_biting;379;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles tessellatus;indoor_resting_by_biting;0.125;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
9003;India;Assam;Anopheles minimus;indoor_resting_by_biting;162.464;15516642;Dev V, Phookan S, Sharma VP, Anand SP. Physiographic and entomologic risk factors of malaria in Assam, India. Am J Trop Med Hyg. 2004
9003;India;Assam;Anopheles philippinensis;indoor_resting_by_biting;3.252;15516642;Dev V, Phookan S, Sharma VP, Anand SP. Physiographic and entomologic risk factors of malaria in Assam, India. Am J Trop Med Hyg. 2004
9003;India;Assam;Anopheles dirus;indoor_resting_by_biting;5.128;15516642;Dev V, Phookan S, Sharma VP, Anand SP. Physiographic and entomologic risk factors of malaria in Assam, India. Am J Trop Med Hyg. 2004
9012;India;5;Anopheles culicifacies;indoor_resting_by_biting;14.838;10480116;Singh N, Mishra AK, Chand SK, Sharma VP. Population dynamics of Anopheles culicifacies and malaria in the tribal area of central India. J Am Mosq Control Assoc. 1999
9012;India;5;Anopheles subpictus;indoor_resting_by_biting;16.722;10480116;Singh N, Mishra AK, Chand SK, Sharma VP. Population dynamics of Anopheles culicifacies and malaria in the tribal area of central India. J Am Mosq Control Assoc. 1999
9012;India;5;Anopheles fluviatilis;indoor_resting_by_biting;10.429;10480116;Singh N, Mishra AK, Chand SK, Sharma VP. Population dynamics of Anopheles culicifacies and malaria in the tribal area of central India. J Am Mosq Control Assoc. 1999
2125;PNG;Madang;Anopheles farauti;parity;0.65;2979548;Charlwood, J.D. and Graves, P.M. (1987).  The effect of permethrin-impregnated bednets on a population of Anopheles farauti in coastal Papua New Guinea. Medical and Veterinary Entomology, 1(3):319-27
2125;PNG;Madang;Anopheles farauti;parity;0.7;2979548;Charlwood, J.D. and Graves, P.M. (1987).  The effect of permethrin-impregnated bednets on a population of Anopheles farauti in coastal Papua New Guinea. Medical and Veterinary Entomology, 1(3):319-27
6734;Solomon Islands;;Anopheles farauti;parity;2.5;21961990;Bugoro, H., Ira'ofa, C., Mackenzie, D.O., Apairamo, A., Hevalao, W., Corcoran, S., Bobogare, A., Beebe, N.W., Russell, T.L., Chen, C.C. and Cooper, R.D. (2011).  Changes in vector species composition and current vector biology and behaviour will favour malaria elimination in Santa Isabel Province, Solomon Islands. Malaria Journal, 10(1):287
9006;PNG;Madang;Anopheles farauti;parity;0.151;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles koliensis;parity;0.171;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;parity;0.294;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;parity;0.31;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9006;PNG;Madang;Anopheles punctulatus;parity;0.34;NA;Graves PM, Burkot TR, Saul AJ, Hayes RJ, Carter R. Estimation of Anopheline Survival Rate, Vectorial Capacity and Mosquito Infection Probability from Malaria Vector Infection- Rates in Villages Near Madang, Papua-New-Guinea. Journal Of Applied Ecology. 1990
9011;Indonesia;Java;Anopheles vagus;parity;0.38;NA;Ndoen E, Wild C, Dale P, Sipe N, Dale M. Mosquito Longevity, Vector Capacity, and Malaria Incidence in West Timor and Central Java, Indonesia. ISRN Public Health. 2012
9011;Indonesia;Java;Anopheles aconitus;parity;0.4;NA;Ndoen E, Wild C, Dale P, Sipe N, Dale M. Mosquito Longevity, Vector Capacity, and Malaria Incidence in West Timor and Central Java, Indonesia. ISRN Public Health. 2012
9011;Indonesia;W. Timor;Anopheles barbirostris;parity;0.8;NA;Ndoen E, Wild C, Dale P, Sipe N, Dale M. Mosquito Longevity, Vector Capacity, and Malaria Incidence in West Timor and Central Java, Indonesia. ISRN Public Health. 2012
9011;Indonesia;W. Timor;Anopheles vagus;parity;0.87;NA;Ndoen E, Wild C, Dale P, Sipe N, Dale M. Mosquito Longevity, Vector Capacity, and Malaria Incidence in West Timor and Central Java, Indonesia. ISRN Public Health. 2012
9011;Indonesia;W. Timor;Anopheles subpictus;parity;0.88;NA;Ndoen E, Wild C, Dale P, Sipe N, Dale M. Mosquito Longevity, Vector Capacity, and Malaria Incidence in West Timor and Central Java, Indonesia. ISRN Public Health. 2012
9012;India;5;Anopheles culicifacies;parity;0.614;10480116;Singh N, Mishra AK, Chand SK, Sharma VP. Population dynamics of Anopheles culicifacies and malaria in the tribal area of central India. J Am Mosq Control Assoc. 1999
9013;Cambodia;;Anopheles umbrosus;parity;0;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles dirus;parity;0.182;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles tessellatus;parity;0.2;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Koh Kong;Anopheles sinensis;parity;0.247;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles tessellatus;parity;0.25;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Koh Kong;Anopheles sundaicus;parity;0.292;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles barbirostris;parity;0.368;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles dirus;parity;0.4;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles vagus;parity;0.417;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles barbirostris;parity;0.5;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles philippinensis;parity;0.5;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles maculatus;parity;0.526;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles maculatus;parity;0.55;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles dirus;parity;0.58;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles aconitus;parity;0.595;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles maculatus;parity;0.6;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles philippinensis;parity;0.613;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles kochi;parity;0.66;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles aconitus;parity;0.667;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles minimus;parity;0.68;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles kochi;parity;0.717;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles jamesii;parity;0.743;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Koh Kong;Anopheles barbirostris;parity;0.75;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles aconitus;parity;0.758;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles minimus;parity;0.778;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Mondolkiri;Anopheles barbirostris;parity;0.833;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pailin;Anopheles tessellatus;parity;0.9;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9013;Cambodia;Pursat;Anopheles vagus;parity;0.92;27405767;Charlwood JD, Nenhep S, Sovannaroth S, Morgan JC, Hemingway J, Chitnis N, et al. 'Nature or nurture': survival rate, oviposition interval, and possible gonotrophic discordance among South East Asian anophelines. Malar J. 2016
9018;Dominican Republic;Dajabon;Anopheles albimanus;parity;0.373;1791456;"Mekuria Y, Granados R, Tidwell MA, Williams DC, Wirtz RA, Roberts DR. Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. J Am Mosq Control Assoc. 1991;7(3):456-61."
9019;Haiti;Bellevue;Anopheles albimanus;parity;0.484;9846229;"Molez JF, Desenfant P, Jacques JR. Bio-ecology of Anopheles albimanus Wiedeman, 1820 (Diptera : Culicidae) in Haiti (Hispaniola). Bulletin de la Societe de Pathologie Exotique. 1998;91(4):334-9."
9022;Mexico;Coastal plains;Anopheles albimanus;parity;0.29;1625288;"Rodriguez MH, Bown DN, Arredondo-Jimenez JI, Villarreal C, Loyola EG, Frederickson CE. Gonotrophic cycle and survivorship of Anopheles albimanus (Diptera: Culicidae) in southern Mexico. J Med Entomol. 1992;29(3):395-9."
9018;Dominican Republic;Dajabon;Anopheles albimanus;parity;0.207;1791456;"Mekuria Y, Granados R, Tidwell MA, Williams DC, Wirtz RA, Roberts DR. Malaria transmission potential by Anopheles mosquitoes of Dajabon, Dominican Republic. J Am Mosq Control Assoc. 1991;7(3):456-61."
2048;PNG;Wosera;Anopheles farauti;proportion_indoor_biting;0.47;9103763;Hii JL, Smith T, Mai A, Mellor S, Lewis D, Alexander N, et al. Spatial and temporal variation in abundance of Anopheles (Diptera:Culicidae) in a malaria endemic area in Papua New Guinea. J Med Entomol. 1997
1968;India;;Anopheles annularis;proportion_indoor_biting;0.8;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles culicifacies;proportion_indoor_biting;1;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles fluviatilis;proportion_indoor_biting;0.85;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles jamesii;proportion_indoor_biting;0.833;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles jeyporiensis;proportion_indoor_biting;0.704;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles karwari;proportion_indoor_biting;0.571;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles maculatus;proportion_indoor_biting;0.61;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles nigerrimus;proportion_indoor_biting;0.65;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles pallidus;proportion_indoor_biting;0.4;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles splendidus;proportion_indoor_biting;0.81;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles subpictus;proportion_indoor_biting;1;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
1968;India;;Anopheles tessellatus;proportion_indoor_biting;0.8;14972050;Sadanandane C, Jambulingam P, Subramanian S. Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera: Culicidae) in the National Mosquito Surveillance Programme in India. Bull Entomol Res. 2004
2048;PNG;Wosera;Anopheles punctulatus;proportion_indoor_biting;0.47;9103763;Hii JL, Smith T, Mai A, Mellor S, Lewis D, Alexander N, et al. Spatial and temporal variation in abundance of Anopheles (Diptera:Culicidae) in a malaria endemic area in Papua New Guinea. J Med Entomol. 1997
2048;PNG;Wosera;Anopheles koliensis;proportion_indoor_biting;0.49;9103763;Hii JL, Smith T, Mai A, Mellor S, Lewis D, Alexander N, et al. Spatial and temporal variation in abundance of Anopheles (Diptera:Culicidae) in a malaria endemic area in Papua New Guinea. J Med Entomol. 1997
2408;Vietnam;Khoi;Anopheles annularis;proportion_indoor_biting;0.048;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Khoi;Anopheles philippinensis;proportion_indoor_biting;0.057;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles maculatus;proportion_indoor_biting;0.074;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles philippinensis;proportion_indoor_biting;0.099;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Khoi;Anopheles maculatus;proportion_indoor_biting;0.107;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Lang Nhot;Anopheles maculatus;proportion_indoor_biting;0.107;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Khoi;Anopheles splendidus;proportion_indoor_biting;0.107;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Lang Nhot;Anopheles aconitus;proportion_indoor_biting;0.115;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles barbirostris;proportion_indoor_biting;0.115;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Cha Ong Chan;Anopheles barbirostris;proportion_indoor_biting;0.123;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Village 3;Anopheles maculatus;proportion_indoor_biting;0.138;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
2408;Vietnam;Na Ang;Anopheles pallidus;proportion_indoor_biting;0.138;15730510;Trung, H.D., Bortel, W.V., Sochantha, T., Keokenchanh, K., Briët, O.J. and Coosemans, M. (2005).  Behavioural heterogeneity of Anopheles species in ecologically different localities in Southeast Asia: a challenge for vector control. Tropical Medicine & International Health, 10(3):251-62
